NearlySorted
0.998,127964
1.994,383958
1.996,639960
3.99,1279960
12.967,3839966
21.942,6399964
Random
0,99761
0.999,304942
2.022,478136
5.017,908590
16.93,2774595
30.941,4620408
Reversed
0.994,130496
1.973,391496
2.968,652496
3.991,1304996
12.966,3914987
21.941,6524996
Sorted
0,127992
1.024,383992
2.995,639992
4.017,1279992
13.963,3839992
21.968,6399992
