NearlySorted
2.991,669741
10.971,2236668
17.979,3925356
38.897,8365043
127.687,27413221
219.44,47404978
Random
3.019,638204
10.971,2150609
19.946,3772472
41.914,8043005
188.497,26491036
248.337,45964799
Reversed
2.02,606771
9.986,2063324
16.972,3612724
36.928,7718943
158.577,25569379
209.44,44483348
Sorted
2.995,670329
10.971,2236648
17.979,3925351
38.925,8365080
128.683,27413230
220.438,47404886
