0,2,2
1,4,3
2,4,3
3,4,3
4,6,4
5,4,3
6,8,5
7,4,3
8,6,4
9,6,4
10,10,6
11,8,5
12,2,2
13,10,6
14,6,4
15,4,3
16,10,6
17,10,6
18,4,3
19,10,6
20,6,4
21,10,6
22,8,5
23,10,6
24,6,4
25,4,3
26,4,3
27,12,7
28,6,4
29,12,7
30,8,5
31,10,6
32,8,5
33,6,4
34,6,4
35,8,5
36,6,4
37,10,6
38,6,4
39,6,4
40,10,6
41,4,3
42,6,4
43,8,5
44,8,5
45,12,7
46,8,5
47,12,7
48,8,5
49,10,6
50,12,7
