NearlySorted
7.98,489064
20.972,1594594
35.906,2752947
75.811,5725779
242.353,18435351
368.043,31633313
Random
8.978,573565
22.968,1907363
52.858,3332624
84.748,7065043
265.316,23082751
429.878,39882813
Reversed
7.006,466442
20.97,1543466
40.89,2683946
73.804,5667898
243.325,18408314
378.987,31836410
Sorted
7.007,465243
22.932,1529915
36.902,2672827
74.776,5645659
240.359,18345947
372.035,31517851
